,review_count,categories,opentime,closetime,stars,priceRange,noiselevel,delivery,zipcodes,avg_Income,population
1125,16,Sandwiches,10:30,2:00,3.5,2,quiet,TRUE,15222,18598,1999
1126,21,Pizza,17:00,1:00,2,1,average,TRUE,15213,18473,28320
1127,14,Chinese,11:30,22:00,2.5,2,average,TRUE,15228,58440,17723
1128,16,Pizza,11:00,23:30,4,1,quiet,TRUE,15213,18473,28320
1129,173,Seafood,11:00,22:00,3.5,3,average,FALSE,15219,14399,19204
1130,15,Pizza,11:00,18:00,4,1,quiet,FALSE,15213,18473,28320
1131,261,Others,6:30,14:30,4,1,average,FALSE,15222,18598,1999
1132,12,Sandwiches,6:00,22:00,3.5,1,loud,TRUE,15222,18598,1999
1133,40,Chinese,11:00,22:00,3.5,2,average,FALSE,15213,18473,28320
1134,57,Japanese,11:00,21:00,4,1,average,FALSE,15213,18473,28320
1135,117,Seafood,8:00,17:30,4,2,average,FALSE,15222,18598,1999
1136,10,American,11:00,20:00,3,2,average,FALSE,15219,14399,19204
1137,10,American,9:00,18:00,2,2,average,FALSE,15234,40756,14911
1138,125,Seafood,11:00,0:00,2.5,2,average,FALSE,15222,18598,1999
1139,5,Pizza,10:00,18:00,4.5,0,average,TRUE,15210,27041,31216
1140,11,Pizza,9:00,20:00,4,1,,TRUE,15207,28156,13203
1141,211,Thai,11:30,21:00,4,2,average,FALSE,15233,23841,4876
1142,37,Others,11:00,19:00,3.5,2,average,FALSE,15222,18598,1999
1143,108,Italian,17:00,2:00,4.5,3,average,FALSE,15203,27595,9613
1144,8,Others,16:00,2:00,3.5,1,average,FALSE,15216,39526,24691
1145,77,American,11:00,22:00,3,2,average,FALSE,15222,18598,1999
1146,56,Seafood,11:30,23:00,3.5,2,average,FALSE,15211,34067,12477
1147,4,Sandwiches,7:00,22:00,4.5,1,quiet,FALSE,15219,14399,19204
1148,5,Sandwiches,8:00,20:00,2.5,1,,FALSE,15222,18598,1999
1149,17,Others,8:00,18:00,4.5,1,quiet,FALSE,15206,28517,32482
1150,33,Chinese,10:30,22:00,3,2,quiet,TRUE,15217,45173,26425
1151,7,American,8:30,19:00,4,1,average,FALSE,15220,44018,19693
1152,10,Chinese,10:30,22:00,3.5,1,quiet,TRUE,15234,40756,14911
1153,63,Japanese,11:00,21:30,3.5,2,quiet,TRUE,15217,45173,26425
1154,4,Others,0:00,0:00,3.5,1,quiet,FALSE,15213,18473,28320
1155,14,Pizza,11:30,21:00,4,1,quiet,TRUE,15234,40756,14911
1156,27,Pizza,11:30,22:00,4,1,average,TRUE,15216,39526,24691
1157,139,Thai,16:30,22:00,4,2,average,FALSE,15201,27031,14326
1158,325,Burgers,11:00,22:00,4,2,loud,FALSE,15238,67370,13571
1159,18,Others,8:00,18:00,3,3,,,15206,28517,32482
1160,3,Seafood,17:00,22:00,3.5,2,,,15222,18598,1999
1161,5,Mexican,11:00,22:00,4.5,2,,FALSE,15203,27595,9613
1162,4,Others,6:00,20:00,3.5,1,average,TRUE,15213,18473,28320
1163,3,Burgers,11:00,2:00,1,2,,FALSE,15205,38507,22586
1164,89,American,11:00,2:00,3.5,2,loud,FALSE,15203,27595,9613
1165,35,Others,11:00,23:00,3.5,1,average,TRUE,15213,18473,28320
1166,136,Italian,11:30,22:00,3.5,2,very_loud,FALSE,15232,32552,11792
1167,5,Others,17:00,22:00,4.5,0,,,15219,14399,19204
1168,20,Deli,9:00,17:00,4,1,average,FALSE,15222,18598,1999
1169,93,Others,11:30,22:00,4,2,average,FALSE,15217,45173,26425
1170,135,Others,17:00,0:00,4,2,average,FALSE,15222,18598,1999
1171,6,Others,6:00,22:00,4.5,2,,FALSE,15222,18598,1999
1172,64,Deli,10:00,23:00,4,1,average,TRUE,15203,27595,9613
1173,10,Pizza,10:00,22:00,4.5,2,average,TRUE,15215,43750,13212
1174,3,American,17:00,23:00,2.5,1,,,15213,18473,28320
1175,26,Mexican,17:00,22:00,4,1,average,FALSE,15222,18598,1999
1176,8,American,16:00,2:00,4,1,quiet,FALSE,15217,45173,26425
1177,10,Burgers,11:00,21:00,4,2,average,FALSE,15228,58440,17723
1178,5,Others,11:00,18:00,4.5,1,quiet,FALSE,15222,18598,1999
1179,20,Chinese,11:00,22:00,4,2,quiet,TRUE,15213,18473,28320
1180,4,Others,8:00,16:00,4,0,,,15219,14399,19204
1181,47,American,11:00,2:00,4,1,average,FALSE,15203,27595,9613
1182,22,Pizza,10:00,1:00,4,1,average,TRUE,15232,32552,11792
1183,6,Pizza,12:00,20:00,3,2,quiet,TRUE,15212,26712,31850
1184,8,Thai,11:00,15:00,3.5,2,,TRUE,15217,45173,26425
1185,15,Middle Eastern,11:00,22:00,4.5,2,quiet,FALSE,15201,27031,14326
1186,5,American,12:00,2:00,2.5,1,average,,15222,18598,1999
1187,74,Seafood,11:00,23:00,2.5,3,quiet,FALSE,15222,18598,1999
1188,75,Burgers,11:30,22:00,3.5,2,average,FALSE,15233,23841,4876
1189,24,Deli,11:00,2:00,3.5,2,average,FALSE,15232,32552,11792
1190,9,Chinese,11:00,21:00,3.5,2,quiet,FALSE,15222,18598,1999
1191,26,Pizza,11:00,22:00,3,2,average,TRUE,15217,45173,26425
1192,21,American,16:00,22:30,4,2,average,FALSE,15234,40756,14911
1193,200,Mexican,11:30,0:00,3.5,2,loud,FALSE,15201,27031,14326
1194,13,Others,10:00,21:00,3.5,1,,FALSE,15206,28517,32482
1195,6,American,11:00,22:00,3,2,quiet,FALSE,15213,18473,28320
1196,19,Italian,11:00,22:00,3.5,2,average,FALSE,15220,44018,19693
